PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2024-02-10,11:04:37.65,1,1,"Naess, Griffin",1000250439,Right,CAL_MUS,"Shimao, Tate",1000199114,Right,CAL_MUS,Undefined,1,Top,0,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,75.77603,0.623935,-2.300212,2675.765593,28.214161,7:00,6.347,1.58304,5.02899,-70.9209,-19.56903,-11.49075,1.02615,-1.5461,69.05403,-12.089889,-4.336573,0.515762,,,,,,,,,,,,4.87862,-9.32193,-1.35339,50,6.34979,4.87182,-109.76204,-1.35366,5.80862,23.78169,-43.27295,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20240210-BaggettStadium-Private-1,3c7926b0-c847-11ee-9034-b52452d6ceee,73.08104,,,6.722,,,,,,,9d53f9f4-3c36-4939-84d7-c5bddc098752,2024-02-10,19:04:37.65,2024-02-10T11:04:37.6535346-08:00,2024-02-10T19:04:37.6535346Z,,v3,471251,471251,,"Stafford, Ryan",701696,Right,CAL_MUS,76052414-f321-4f58-a5fe-71448b525a06,55.47535,-110.94202,11.89084,6.36369,0.79342,-21.63647,-1.58796,4.58362,2.90431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,2024-02-10,11:04:54.08,1,2,"Naess, Griffin",1000250439,Right,CAL_MUS,"Shimao, Tate",1000199114,Right,CAL_MUS,Undefined,1,Top,0,1,0,FourSeamFastBall,Sinker,InPlay,Undefined,FlyBall,Double,0,0,,87.97232,-2.290359,-4.215358,2309.573024,227.600664,1:30,6.17713,2.13293,4.98861,-20.35088,17.84855,17.94627,2.31147,-0.35921,78.98611,-6.108376,-1.058023,0.444836,101.24138,24.408654,7.766495,2548.752865,107.93491,44.49147,21.21421,379.99649,344.38261,18.775485,4.302672,-10.30457,10.00099,-1.74177,50,5.9402,8.52735,-126.98411,-5.78968,-16.53643,30.17024,-16.1248,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20240210-BaggettStadium-Private-1,463f70a0-c847-11ee-9034-b52452d6ceee,84.73333,61.81226,,8.98622,,,,2.30591,2.52138,0.34251,9d53f9f4-3c36-4939-84d7-c5bddc098752,2024-02-10,19:04:54.08,2024-02-10T11:04:54.0881202-08:00,2024-02-10T19:04:54.0881202Z,FlyBall,v3,471251,471251,,"Stafford, Ryan",701696,Right,CAL_MUS,22b80c23-e40d-4322-9624-2b8b938521cc,55.51037,-128.28664,15.08512,6.17513,-5.09353,-8.0624,-2.12532,9.24127,-8.26822,227.770555,2.30477,134.00791,-23.44385,5.47871,-1.40783,0.39812,-0.09598,0.01398,-0.00084,2.52309,61.31428,-17.19361,0.46816,0.3725,-0.24393,0.07462,-0.01098,0.00062,0.34295,18.25892,7.15147,-2.69514,0.77729,-0.18958,0.03622,-0.00425,0.00021,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
3,2024-02-10,11:06:02.16,2,1,"Naess, Griffin",1000250439,Right,CAL_MUS,"Murray, Casey",1000127521,Right,CAL_MUS,Undefined,1,Top,0,0,0,FourSeamFastBall,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.31757,-2.315934,-4.300708,2294.678369,217.942399,1:15,6.23914,1.89903,5.11521,-18.24639,19.17828,13.91292,2.52949,-1.00075,79.92144,-5.74966,-1.849052,0.440302,,,,,,,,,,,,-8.20225,10.61071,-1.50482,50,6.00696,8.95041,-127.58693,-5.77333,-13.40954,28.25777,-14.82704,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20240210-BaggettStadium-Private-1,6eca02b0-c847-11ee-9034-b52452d6ceee,85.60595,,,8.39612,,,,,,,9d53f9f4-3c36-4939-84d7-c5bddc098752,2024-02-10,19:06:02.16,2024-02-10T11:06:02.1679410-08:00,2024-02-10T19:06:02.1679410Z,,v3,471251,471251,,"Stafford, Ryan",701696,Right,CAL_MUS,ea088be4-8bf5-4b4d-8254-f333f0ff176d,55.38335,-128.77371,14.12888,6.23635,-5.15062,-7.41352,-1.89255,9.51358,-6.70477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2024-02-10,11:06:20.70,2,2,"Naess, Griffin",1000250439,Right,CAL_MUS,"Murray, Casey",1000127521,Right,CAL_MUS,Undefined,1,Top,0,0,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,74.52288,0.046436,-1.746239,2625.728094,40.426275,7:15,6.28542,1.92367,4.63893,-71.75992,-18.23836,-17.08749,0.34958,-1.16039,68.49831,-12.68821,-4.756527,0.526545,,,,,,,,,,,,7.89453,-8.63741,-1.72795,50,6.22338,3.96884,-108.00817,-2.50591,9.1563,21.99823,-42.19198,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20240210-BaggettStadium-Private-1,79e83b80-c847-11ee-9034-b52452d6ceee,71.58442,,,6.02457,,,,,,,9d53f9f4-3c36-4939-84d7-c5bddc098752,2024-02-10,19:06:20.70,2024-02-10T11:06:20.7056690-08:00,2024-02-10T19:06:20.7056690Z,,v3,471251,471251,,"Stafford, Ryan",701696,Right,CAL_MUS,59ae0dac-15a9-40ff-b86c-f521958ce363,55.86744,-109.19667,10.99911,6.29719,-0.22641,-21.09599,-1.92901,3.47416,4.57815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,2024-02-10,11:06:38.67,2,3,"Naess, Griffin",1000250439,Right,CAL_MUS,"Murray, Casey",1000127521,Right,CAL_MUS,Undefined,1,Top,0,1,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,76.87531,-2.178291,-2.996589,2182.493663,253.903838,2:30,6.18476,2.06247,5.45571,-41.18719,7.80926,20.71832,0.70957,0.98126,69.72921,-9.733781,0.697324,0.503795,,,,,,,,,,,,-11.5265,5.13898,-1.81305,50,5.96422,5.03945,-111.24976,-5.53989,-14.18318,23.33963,-25.85063,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20240210-BaggettStadium-Private-1,849cb600-c847-11ee-9034-b52452d6ceee,74.81706,,,7.1461,,,,,,,9d53f9f4-3c36-4939-84d7-c5bddc098752,2024-02-10,19:06:38.67,2024-02-10T11:06:38.6763058-08:00,2024-02-10T19:06:38.6763058Z,,v3,471251,471251,,"Stafford, Ryan",701696,Right,CAL_MUS,562d5373-89a7-4b8e-9d60-1ce153325787,55.04502,-112.30319,11.66981,6.18793,-4.37312,-12.92532,-2.05495,5.67961,-7.09159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2024-02-10,11:06:56.40,2,4,"Naess, Griffin",1000250439,Right,CAL_MUS,"Murray, Casey",1000127521,Right,CAL_MUS,Undefined,1,Top,0,2,1,FourSeamFastBall,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.71252,-4.086613,-4.947891,2238.478646,206.432475,1:00,6.26587,1.94931,5.14769,-16.4945,21.95426,10.16591,1.02283,-1.87358,78.77393,-7.22272,-3.158982,0.446285,,,,,,,,,,,,-6.66162,12.6732,-1.49339,50,5.86968,10.45736,-126.23255,-9.54604,-10.56247,29.85171,-12.07977,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20240210-BaggettStadium-Private-1,8f290f10-c847-11ee-9034-b52452d6ceee,84.45816,,,8.9386,,,,,,,9d53f9f4-3c36-4939-84d7-c5bddc098752,2024-02-10,19:06:56.40,2024-02-10T11:06:56.4027186-08:00,2024-02-10T19:06:56.4027186Z,,v3,471251,471251,,"Stafford, Ryan",701696,Right,CAL_MUS,0a5fd399-23a3-4a40-9b4a-61f00f3c3c8e,55.34862,-127.49113,14.92585,6.26142,-9.03675,-6.03989,-1.94367,10.90268,-5.28124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
7,2024-02-10,11:07:14.80,2,5,"Naess, Griffin",1000250439,Right,CAL_MUS,"Murray, Casey",1000127521,Right,CAL_MUS,Undefined,1,Top,0,3,1,FourSeamFastBall,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.0165,-2.820843,-3.487111,2280.219511,218.794462,1:15,6.14858,2.03398,5.20876,-18.04572,20.72359,15.44694,1.98488,0.03778,78.0352,-6.251556,-0.755523,0.448142,,,,,,,,,,,,-8.88252,11.70733,-1.72334,50,5.87433,6.96019,-125.66146,-6.75902,-13.92906,30.04386,-13.81527,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20240210-BaggettStadium-Private-1,9a2281d0-c847-11ee-9034-b52452d6ceee,84.10826,,,8.98131,,,,,,,9d53f9f4-3c36-4939-84d7-c5bddc098752,2024-02-10,19:07:14.80,2024-02-10T11:07:14.8080946-08:00,2024-02-10T19:07:14.8080946Z,,v3,471251,471251,,"Stafford, Ryan",701696,Right,CAL_MUS,6a6dd823-d0f4-494f-8f35-00ad0bd7cc3e,55.28913,-126.91972,15.02193,6.14529,-6.18043,-6.90763,-2.02705,7.54355,-6.96453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,2024-02-10,11:07:35.95,2,6,"Naess, Griffin",1000250439,Right,CAL_MUS,"Murray, Casey",1000127521,Right,CAL_MUS,Undefined,1,Top,0,3,2,FourSeamFastBall,Four-Seam,InPlay,Undefined,GroundBall,Single,0,1,,87.21468,-3.430035,-3.583065,2221.777886,203.980804,12:45,6.22106,1.94711,5.31823,-15.1128,23.68726,9.81973,1.73233,-0.60176,77.61154,-6.363029,-1.844552,0.44832,,,,,,,,,,,,-6.21532,13.54749,-1.62961,50,5.89955,7.43422,-125.75919,-7.95934,-9.67865,32.06749,-11.07753,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20240210-BaggettStadium-Private-1,a6bb4cb0-c847-11ee-9034-b52452d6ceee,84.07494,,,9.60314,,,,,,,9d53f9f4-3c36-4939-84d7-c5bddc098752,2024-02-10,19:07:35.95,2024-02-10T11:07:35.9526194-08:00,2024-02-10T19:07:35.9526194Z,,v3,471251,471251,,"Stafford, Ryan",701696,Right,CAL_MUS,062d11ad-6ab6-4d2a-ba31-192cc59758ce,55.17817,-127.07272,16.03375,6.21628,-7.50559,-5.53877,-1.94225,7.83067,-4.83932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2024-02-10,11:08:48.42,3,1,"Naess, Griffin",1000250439,Right,CAL_MUS,"Yorke, Joe",1000079666,Right,CAL_MUS,Undefined,1,Top,0,0,0,ChangeUp,Changeup,InPlay,Undefined,FlyBall,Out,1,0,,77.85747,-0.893973,-3.976851,2193.23391,248.637134,2:15,6.12822,2.01538,5.29086,-38.98534,9.61564,19.52442,2.0379,-0.09786,69.58394,-8.09982,-0.516731,0.501757,92.94165,34.572334,20.243169,4279.21799,103.30317,71.54312,37.79487,344.67481,343.04729,21.762919,5.435753,-11.29847,5.6437,-1.66796,50,6.01864,7.04555,-112.44786,-3.01649,-14.05696,25.76693,-25.15245,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20240210-BaggettStadium-Private-1,d1f435e0-c847-11ee-9034-b52452d6ceee,75.12083,98.47717,,8.27353,,,,4.3148,2.56477,0.10963,9d53f9f4-3c36-4939-84d7-c5bddc098752,2024-02-10,19:08:48.42,2024-02-10T11:08:48.4262706-08:00,2024-02-10T19:08:48.4262706Z,FlyBall,v3,471251,471251,,"Stafford, Ryan",701696,Right,CAL_MUS,adc05fca-b6e1-4fe5-998d-d6c1864f2b3a,55.20807,-113.63499,12.88346,6.13092,-1.85766,-12.57622,-2.00748,7.69319,-7.02848,183.654695,4.32002,105.20165,-24.46787,6.31021,-1.03256,0.06059,0.01193,-0.00239,0.00012,2.55889,77.45852,-16.64755,0.21788,0.13154,-0.04311,0.01168,-0.00184,0.0001,0.11135,38.80108,-7.88295,2.00759,-0.32076,0.01618,0.0044,-0.00082,4E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
10,2024-02-10,11:09:24.01,4,1,"Naess, Griffin",1000250439,Right,CAL_MUS,"Daudet, Zach",1000252019,Right,CAL_MUS,Undefined,1,Top,2,0,0,FourSeamFastBall,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,88.12514,-2.780696,-3.542307,2330.426597,223.770118,1:30,6.22425,1.98478,5.18451,-19.0658,18.63548,16.48981,2.01213,0.02188,79.31422,-6.374926,-0.627322,0.441926,93.16826,28.768099,-19.702269,2799.031671,102.99954,57.0499,-38.61365,347.3969,343.78911,-23.057156,5.076958,-9.44591,10.61938,-1.66867,50,5.95157,7.14078,-127.33022,-6.82272,-15.25641,30.09684,-15.02236,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20240210-BaggettStadium-Private-1,e7215a60-c847-11ee-9034-b52452d6ceee,85.29131,80.75345,,8.81092,,,,3.79303,2.34598,-0.08004,9d53f9f4-3c36-4939-84d7-c5bddc098752,2024-02-10,19:09:24.01,2024-02-10T11:09:24.0168242-08:00,2024-02-10T19:09:24.0168242Z,FlyBall,v3,471251,471251,,"Stafford, Ryan",701696,Right,CAL_MUS,9feea51c-ac4d-4e6d-857c-46624e638d5c,55.31528,-128.58044,15.04842,6.22202,-6.19869,-7.51118,-1.97846,7.77453,-7.62821,167.028721,3.79563,112.72132,-24.51985,6.00599,-1.10051,0.13628,-0.01057,0.00066,-4E-05,2.34523,65.76474,-13.58333,-0.69599,0.51396,-0.18643,0.04494,-0.00592,0.00031,-0.08066,-40.36959,4.90691,-0.59287,-0.0122,0.02265,-0.00397,0.00022,0,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
